SampleRate,BitRate,Duration,SamplesPerSymbol,ActualBitrate,ActualBitrate
1433.0,450.0,190000.0,3.1844444444444444,5.2631578947368425,697.8367062107467
1442.0,450.0,190000.0,3.2044444444444444,5.2631578947368425,693.4812760055479
1434.0,450.0,190000.0,3.1866666666666665,5.2631578947368425,697.350069735007
1290.0,500.0,190000.0,2.58,5.2631578947368425,775.1937984496125
1290.0,500.0,190000.0,2.58,5.2631578947368425,775.1937984496125
1300.0,500.0,190000.0,2.6,5.2631578947368425,769.2307692307693
6799.0,100.0,200000.0,67.99,5.0,147.08045300779528
6789.0,100.0,200000.0,67.89,5.0,147.29709824716454
6799.0,100.0,200000.0,67.99,5.0,147.08045300779528
4526.0,150.0,200000.0,30.173333333333332,5.0,220.94564737074683
4536.0,150.0,200000.0,30.24,5.0,220.4585537918871
4526.0,150.0,200000.0,30.173333333333332,5.0,220.94564737074683
3404.0,200.0,200000.0,17.02,5.0,293.7720329024677
3395.0,200.0,200000.0,16.975,5.0,294.5508100147275
3394.0,200.0,200000.0,16.97,5.0,294.6375957572186
2716.0,250.0,200000.0,10.864,5.0,368.1885125184095
2716.0,250.0,200000.0,10.864,5.0,368.1885125184095
2726.0,250.0,200000.0,10.904,5.0,366.83785766691125
2261.0,300.0,200000.0,7.536666666666667,5.0,442.2821760283061
2261.0,300.0,200000.0,7.536666666666667,5.0,442.2821760283061
2261.0,300.0,200000.0,7.536666666666667,5.0,442.2821760283061
1940.0,350.0,200000.0,5.542857142857143,5.0,515.4639175257732
1939.0,350.0,200000.0,5.54,5.0,515.7297576070139
1939.0,350.0,200000.0,5.54,5.0,515.7297576070139
1707.0,400.0,200000.0,4.2675,5.0,585.8230814294084
1698.0,400.0,200000.0,4.245,5.0,588.9281507656067
1698.0,400.0,200000.0,4.245,5.0,588.9281507656067
1508.0,450.0,200000.0,3.351111111111111,5.0,663.1299734748011
1517.0,450.0,200000.0,3.371111111111111,5.0,659.1957811470007
1508.0,450.0,200000.0,3.351111111111111,5.0,663.1299734748011
1358.0,500.0,200000.0,2.716,5.0,736.377025036819
1358.0,500.0,200000.0,2.716,5.0,736.377025036819
1368.0,500.0,200000.0,2.736,5.0,730.9941520467837
7136.0,100.0,210000.0,71.36,4.761904761904762,140.13452914798205
7137.0,100.0,210000.0,71.37,4.761904761904762,140.11489421325487
7128.0,100.0,210000.0,71.28,4.761904761904762,140.29180695847364
4753.0,150.0,210000.0,31.686666666666667,4.761904761904762,210.3934357248054
4763.0,150.0,210000.0,31.753333333333334,4.761904761904762,209.95171110644552
4752.0,150.0,210000.0,31.68,4.761904761904762,210.43771043771042
3574.0,200.0,210000.0,17.87,4.761904761904762,279.79854504756577
3564.0,200.0,210000.0,17.82,4.761904761904762,280.5836139169473
3564.0,200.0,210000.0,17.82,4.761904761904762,280.5836139169473
2851.0,250.0,210000.0,11.404,4.761904761904762,350.75412136092604
2861.0,250.0,210000.0,11.444,4.761904761904762,349.52813701502976
2851.0,250.0,210000.0,11.404,4.761904761904762,350.75412136092604
2377.0,300.0,210000.0,7.923333333333333,4.761904761904762,420.6983592763989
2376.0,300.0,210000.0,7.92,4.761904761904762,420.87542087542084
2377.0,300.0,210000.0,7.923333333333333,4.761904761904762,420.6983592763989
2038.0,350.0,210000.0,5.822857142857143,4.761904761904762,490.6771344455349
2037.0,350.0,210000.0,5.82,4.761904761904762,490.91801669121264
2037.0,350.0,210000.0,5.82,4.761904761904762,490.91801669121264
1793.0,400.0,210000.0,4.4825,4.761904761904762,557.7244841048522
1783.0,400.0,210000.0,4.4575,4.761904761904762,560.8524957936063
1783.0,400.0,210000.0,4.4575,4.761904761904762,560.8524957936063
1583.0,450.0,210000.0,3.517777777777778,4.761904761904762,631.7119393556538
1592.0,450.0,210000.0,3.537777777777778,4.761904761904762,628.140703517588
1582.0,450.0,210000.0,3.5155555555555558,4.761904761904762,632.1112515802782
1426.0,500.0,210000.0,2.852,4.761904761904762,701.2622720897616
1435.0,500.0,210000.0,2.87,4.761904761904762,696.8641114982579
1427.0,500.0,210000.0,2.854,4.761904761904762,700.770847932726
7477.0,100.0,220000.0,74.77,4.545454545454546,133.74348000534974
7477.0,100.0,220000.0,74.77,4.545454545454546,133.74348000534974
7477.0,100.0,220000.0,74.77,4.545454545454546,133.74348000534974
4987.0,150.0,220000.0,33.24666666666667,4.545454545454546,200.52135552436334
4978.0,150.0,220000.0,33.18666666666667,4.545454545454546,200.88388911209321
4987.0,150.0,220000.0,33.24666666666667,4.545454545454546,200.52135552436334
3745.0,200.0,220000.0,18.725,4.545454545454546,267.02269692923903
3735.0,200.0,220000.0,18.675,4.545454545454546,267.7376171352075
3745.0,200.0,220000.0,18.725,4.545454545454546,267.02269692923903
2987.0,250.0,220000.0,11.948,4.545454545454546,334.7840642785403
2997.0,250.0,220000.0,11.988,4.545454545454546,333.66700033366703
2987.0,250.0,220000.0,11.948,4.545454545454546,334.7840642785403
2489.0,300.0,220000.0,8.296666666666667,4.545454545454546,401.76777822418643
2489.0,300.0,220000.0,8.296666666666667,4.545454545454546,401.76777822418643
2499.0,300.0,220000.0,8.33,4.545454545454546,400.16006402561027
2132.0,350.0,220000.0,6.091428571428572,4.545454545454546,469.0431519699813
2132.0,350.0,220000.0,6.091428571428572,4.545454545454546,469.0431519699813
2132.0,350.0,220000.0,6.091428571428572,4.545454545454546,469.0431519699813
1877.0,400.0,220000.0,4.6925,4.545454545454546,532.7650506126798
1868.0,400.0,220000.0,4.67,4.545454545454546,535.3319057815846
1868.0,400.0,220000.0,4.67,4.545454545454546,535.3319057815846
1665.0,450.0,220000.0,3.7,4.545454545454546,600.6006006006006
1658.0,450.0,220000.0,3.6844444444444444,4.545454545454546,603.1363088057901
1657.0,450.0,220000.0,3.6822222222222223,4.545454545454546,603.5003017501509
1495.0,500.0,220000.0,2.99,4.545454545454546,668.8963210702341
1505.0,500.0,220000.0,3.01,4.545454545454546,664.451827242525
1494.0,500.0,220000.0,2.988,4.545454545454546,669.3440428380188
7808.0,100.0,230000.0,78.08,4.347826086956522,128.0737704918033
7818.0,100.0,230000.0,78.18,4.347826086956522,127.90995139421847
7817.0,100.0,230000.0,78.17,4.347826086956522,127.92631444288091
5213.0,150.0,230000.0,34.75333333333333,4.347826086956522,191.8281220026856
5203.0,150.0,230000.0,34.68666666666667,4.347826086956522,192.19680953296174
5213.0,150.0,230000.0,34.75333333333333,4.347826086956522,191.8281220026856
3904.0,200.0,230000.0,19.52,4.347826086956522,256.1475409836066
3903.0,200.0,230000.0,19.515,4.347826086956522,256.213169356905
3914.0,200.0,230000.0,19.57,4.347826086956522,255.49310168625448
3124.0,250.0,230000.0,12.496,4.347826086956522,320.1024327784891
3134.0,250.0,230000.0,12.536,4.347826086956522,319.0810465858328
3123.0,250.0,230000.0,12.492,4.347826086956522,320.2049311559398
2601.0,300.0,230000.0,8.67,4.347826086956522,384.46751249519417
2601.0,300.0,230000.0,8.67,4.347826086956522,384.46751249519417
2611.0,300.0,230000.0,8.703333333333333,4.347826086956522,382.99502106472613
2231.0,350.0,230000.0,6.3742857142857146,4.347826086956522,448.2294935006724
2231.0,350.0,230000.0,6.3742857142857146,4.347826086956522,448.2294935006724
2231.0,350.0,230000.0,6.3742857142857146,4.347826086956522,448.2294935006724
1954.0,400.0,230000.0,4.885,4.347826086956522,511.77072671443193
1952.0,400.0,230000.0,4.88,4.347826086956522,512.2950819672132
1952.0,400.0,230000.0,4.88,4.347826086956522,512.2950819672132
1745.0,450.0,230000.0,3.8777777777777778,4.347826086956522,573.0659025787966
1734.0,450.0,230000.0,3.8533333333333335,4.347826086956522,576.7012687427913
1735.0,450.0,230000.0,3.8555555555555556,4.347826086956522,576.3688760806916
1562.0,500.0,230000.0,3.124,4.347826086956522,640.2048655569782
1572.0,500.0,230000.0,3.144,4.347826086956522,636.1323155216286
1562.0,500.0,230000.0,3.124,4.347826086956522,640.2048655569782
8156.0,100.0,240000.0,81.56,4.166666666666667,122.60912211868563
8146.0,100.0,240000.0,81.46,4.166666666666667,122.75963663147556
8156.0,100.0,240000.0,81.56,4.166666666666667,122.60912211868563
5441.0,150.0,240000.0,36.27333333333333,4.166666666666667,183.7897445322551
5431.0,150.0,240000.0,36.20666666666666,4.166666666666667,184.12815319462345
5440.0,150.0,240000.0,36.266666666666666,4.166666666666667,183.82352941176472
4073.0,200.0,240000.0,20.365,4.166666666666667,245.51927326295112
4074.0,200.0,240000.0,20.37,4.166666666666667,245.45900834560632
4084.0,200.0,240000.0,20.42,4.166666666666667,244.85798237022527
3267.0,250.0,240000.0,13.068,4.166666666666667,306.0912151821243
3261.0,250.0,240000.0,13.044,4.166666666666667,306.65440049064705
3259.0,250.0,240000.0,13.036,4.166666666666667,306.8425897514575
2716.0,300.0,240000.0,9.053333333333333,4.166666666666667,368.1885125184095
2716.0,300.0,240000.0,9.053333333333333,4.166666666666667,368.1885125184095
2726.0,300.0,240000.0,9.086666666666666,4.166666666666667,366.83785766691125
2326.0,350.0,240000.0,6.645714285714286,4.166666666666667,429.9226139294927
2326.0,350.0,240000.0,6.645714285714286,4.166666666666667,429.9226139294927
